Make,Model,Model_Variant,Year_Start,Year_End,New_Gens
ABARTH,595,Turismo 70th Anniversary,2019,2020,FALSE
ABARTH,595,Turismo 70th Anniversary,2019,2020,FALSE
ABARTH,595,Pista 70th Anniversary,2019,2020,FALSE
ABARTH,595,Pista 70th Anniversary,2019,2020,FALSE
ABARTH,595,Scorpioneoro 70th Anniversary,2020,2020,FALSE
ABARTH,595,Monster Yamaha 70th Anniversary,2020,2020,FALSE
ABARTH,595,Competizione 70th Anniversary,2019,2020,FALSE
ABARTH,595,Competizione 70th Anniversary,2019,2020,FALSE
ABARTH,595,Essesse 70th Anniversary,2019,2020,FALSE
ABARTH,595,Essesse 70th Anniversary,2019,2020,FALSE
ABARTH,595,70th Anniversary,2019,2020,FALSE
ABARTH,595,Trofeo,2017,2019,FALSE
ABARTH,595,Turismo 70th Anniversary,2019,2020,FALSE
ABARTH,595,Turismo 70th Anniversary,2019,2020,FALSE
ABARTH,595,Turismo 70th Anniversary,2019,2020,FALSE
ABARTH,595,Pista 70th Anniversary,2019,2020,FALSE
ABARTH,595,Pista 70th Anniversary,2019,2020,FALSE
ABARTH,595,Competizione 70th Anniversary,2019,2020,FALSE
ABARTH,595,Competizione 70th Anniversary,2019,2020,FALSE
ABARTH,595,Essesse 70th Anniversary,2019,2020,FALSE
ABARTH,595,Essesse 70th Anniversary,2019,2020,FALSE
ABARTH,695,Edizione Maserati,2013,2013,FALSE
ABARTH,695,Biposto,2014,2017,FALSE
ABARTH,695,Biposto record,2015,2017,FALSE
ABARTH,695,70th Anniversary,2019,2020,FALSE
ABARTH,695,XSR,2017,2018,FALSE
ABARTH,695,Rivale,2017,2019,FALSE
ABARTH,695,Rivale,2017,2019,FALSE
ABARTH,695,Rivale 175 Anniversary,2017,2018,FALSE
ABARTH,695,Rivale 175 Anniversary,2017,2018,FALSE
ABARTH,695,,2021,2022,FALSE
ABARTH,695,Esseesse,2021,2022,FALSE
ABARTH,695,,2022,2022,FALSE
ABARTH,695,,2022,2022,FALSE
ABARTH,695,Turismo,2022,2022,FALSE
ABARTH,695,Turismo,2022,2022,FALSE
ABARTH,695,Competizione,2022,2022,FALSE
ABARTH,695,Competizione,2022,2022,FALSE
ABARTH,695,,2022,,TRUE
ABARTH,695,,2022,,TRUE
ABARTH,695,Competizione,2022,,TRUE
ABARTH,695,Competizione,2022,,TRUE
ABARTH,695,Turismo,2022,,TRUE
ABARTH,695,Turismo,2022,,TRUE
ABARTH,695,,2022,2023,FALSE
ABARTH,695,,2022,2022,FALSE
ABARTH,695,,2022,2022,FALSE
ABARTH,695,Turismo,2022,2022,FALSE
ABARTH,695,Turismo,2022,2022,FALSE
ABARTH,695,Competizione,2022,2022,FALSE
ABARTH,695,Competizione,2022,2022,FALSE
ABARTH,695,,2022,,TRUE
ABARTH,695,,2022,,TRUE
ABARTH,695,Competizione,2022,,TRUE
ABARTH,695,Competizione,2022,,TRUE
ABARTH,695,Turismo,2022,,TRUE
ABARTH,695,Turismo,2022,,TRUE
ABARTH,695,XSR,2017,2018,FALSE
ABARTH,695,Rivale,2017,2019,FALSE
ABARTH,695,Rivale,2017,2019,FALSE
ABARTH,695,Rivale 175 Anniversary,2017,2018,FALSE
ABARTH,695,Rivale 175 Anniversary,2017,2018,FALSE
ABARTH,GRANDE PUNTO,,2008,2010,FALSE
ABARTH,PUNTO EVO,,2010,2013,FALSE
ABARTH,PUNTO EVO,Supersport,2012,2013,FALSE
ABARTH,124 SPIDER,,2016,2019,FALSE
ABARTH,124 SPIDER,,2016,2019,FALSE
ABARTH,124 SPIDER,Scorpione,2017,2018,FALSE
ABARTH,124 SPIDER,GT,2018,2019,FALSE
ABARTH,124 SPIDER,GT,2018,2019,FALSE
ABARTH,500,,2012,2015,FALSE
ABARTH,500,,2010,2015,FALSE
AC,302,CRS,2001,2007,FALSE
AC,212,S/C,2001,2007,FALSE
AC,MAMBA,,2001,2007,FALSE
AC,MAMBA,,2001,2007,FALSE
AC,MAMBA,,2001,2007,FALSE
AC,MAMBA,,2001,2007,FALSE
AIXAM,400,E,2000,2002,FALSE
AIXAM,400,S,2000,2001,FALSE
AIXAM,400,L,2000,2002,FALSE
AIXAM,400,SL,2000,2002,FALSE
AIXAM,500,UT,2000,2001,FALSE
AIXAM,500,E,2000,2002,FALSE
AIXAM,500,L,2000,2002,FALSE
AIXAM,500,SL,2000,2002,FALSE
AIXAM,500.5,E,2002,2005,FALSE
AIXAM,500.5,L,2002,2005,FALSE
AIXAM,500.5,SL,2002,2005,FALSE
AIXAM,500.5,E,2002,2005,FALSE
AIXAM,500.5,L,2002,2005,FALSE
AIXAM,500.5,SL,2002,2005,FALSE
AIXAM,500.5,E,2004,2005,FALSE
AIXAM,500.5,L,2004,2005,FALSE
AIXAM,500.5,SL,2004,2005,FALSE
AIXAM,500.5,E,2004,2005,FALSE
AIXAM,500.5,L,2004,2005,FALSE
AIXAM,500.5,SL,2004,2005,FALSE
AIXAM,A751,SL,2005,2009,FALSE
AIXAM,A751,P,2005,2009,FALSE
AIXAM,A751,L,2005,2009,FALSE
AIXAM,A751,SL,2005,2009,FALSE
AIXAM,A751 CROSSLINE,Superlux,2007,2009,FALSE
AIXAM,ECITY,,2009,2014,FALSE
AIXAM,ECITY,,2009,2014,FALSE
AIXAM,MAC 500,,2000,2002,FALSE
AIXAM,A751 SCOUTY,GTR,2007,2014,FALSE
AIXAM,ROADLINE,GTR,2009,2014,FALSE
AIXAM,ROADLINE,GT,2009,2014,FALSE
AIXAM,CROSSLINE,Superlux,2011,2014,FALSE
AIXAM,CROSSLINE,GTR,2009,2015,FALSE
AIXAM,CROSSLINE,Minauto GTR,2014,2015,FALSE
AIXAM,CROSSLINE,Superlux,2011,2014,FALSE
AIXAM,CROSSLINE,GT,2009,2015,FALSE
AIXAM,CROSSOVER,GTR,2012,2015,FALSE
AIXAM,CROSSOVER,GT,2012,2015,FALSE
AIXAM,COUPE,,2012,2015,FALSE
ALFA ROMEO,ARNA,SL,1984,1986,FALSE
ALFA ROMEO,ARNA,SL,1985,1986,FALSE
ALFA ROMEO,ARNA,Ti,1985,1986,FALSE
ALFA ROMEO,33,,1983,1985,FALSE
ALFA ROMEO,33,S Boxer 4C,1986,1987,FALSE
ALFA ROMEO,33,,1983,1985,FALSE
ALFA ROMEO,33,Boxer 4C,1986,1987,FALSE
ALFA ROMEO,33,Gold Cloverleaf,1983,1986,FALSE
ALFA ROMEO,33,Green Cloverleaf,1984,1987,FALSE
ALFA ROMEO,33,,1987,1990,FALSE
ALFA ROMEO,33,Veloce,1987,1990,FALSE
ALFA ROMEO,33,Cloverleaf,1987,1990,FALSE
ALFA ROMEO,33,Cloverleaf Veloce,1987,1990,FALSE
ALFA ROMEO,33,,1985,1987,FALSE
ALFA ROMEO,33,Cloverleaf,1987,1990,FALSE
ALFA ROMEO,33,Cloverleaf Veloce,1987,1990,FALSE
ALFA ROMEO,33,Amica,1989,1989,FALSE
ALFA ROMEO,33,,1990,1993,FALSE
ALFA ROMEO,33,,1990,1995,FALSE
ALFA ROMEO,33,Boxer Cloverleaf,1990,1991,FALSE
ALFA ROMEO,33,,1991,1995,FALSE
ALFA ROMEO,33,Cloverleaf,1991,1993,FALSE
ALFA ROMEO,33,,1991,1995,FALSE
ALFA ROMEO,33,Turismo,1993,1994,FALSE
ALFA ROMEO,SPRINT,Sprint,1983,1986,FALSE
ALFA ROMEO,SPRINT,Green Cloverleaf,1983,1988,FALSE
ALFA ROMEO,SPRINT,Cloverleaf,1987,1989,FALSE
ALFA ROMEO,SPRINT,Cloverleaf Veloce,1987,1988,FALSE
ALFA ROMEO,SPRINT,Cloverleaf,1987,1989,FALSE
ALFA ROMEO,SPRINT,Cloverleaf Veloce,1987,1989,FALSE
ALFA ROMEO,GIULIETTA,,1982,1986,FALSE
ALFA ROMEO,GIULIETTA,,1982,1986,FALSE
ALFA ROMEO,GIULIETTA,,1982,1986,FALSE
ALFA ROMEO,MITO,Sprint,2012,2013,FALSE
ALFA ROMEO,MITO,Distinctive,2012,2013,FALSE
ALFA ROMEO,MITO,Sportiva,2012,2013,FALSE
ALFA ROMEO,MITO,Progression,2015,2016,FALSE
ALFA ROMEO,MITO,Junior,2015,2016,FALSE
ALFA ROMEO,MITO,Sprint,2013,2014,FALSE
ALFA ROMEO,MITO,Distinctive,2013,2016,FALSE
ALFA ROMEO,MITO,Sportiva,2013,2014,FALSE
ALFA ROMEO,MITO,QV Line,2014,2016,FALSE
ALFA ROMEO,MITO,Progression,2011,2016,FALSE
ALFA ROMEO,MITO,Sprint,2011,2013,FALSE
ALFA ROMEO,MITO,Junior,2009,2011,FALSE
ALFA ROMEO,MITO,Turismo,2009,2011,FALSE
ALFA ROMEO,MITO,Lusso,2009,2011,FALSE
ALFA ROMEO,MITO,Veloce,2009,2011,FALSE
ALFA ROMEO,MITO,Sprint,2011,2012,FALSE
ALFA ROMEO,MITO,Distinctive,2011,2013,FALSE
ALFA ROMEO,MITO,Turismo,2009,2010,FALSE
ALFA ROMEO,MITO,Lusso,2009,2010,FALSE
ALFA ROMEO,MITO,Veloce,2009,2010,FALSE
ALFA ROMEO,MITO,Lusso,2010,2011,FALSE
ALFA ROMEO,MITO,Lusso,2010,2011,FALSE
ALFA ROMEO,MITO,Veloce,2010,2011,FALSE
ALFA ROMEO,MITO,Veloce,2010,2011,FALSE
ALFA ROMEO,MITO,Distinctive,2011,2013,FALSE
ALFA ROMEO,MITO,Distinctive,2011,2013,FALSE
ALFA ROMEO,MITO,Sportiva,2012,2013,FALSE
ALFA ROMEO,MITO,Distinctive,2014,2016,FALSE
ALFA ROMEO,MITO,QV Line,2014,2016,FALSE
ALFA ROMEO,MITO,Lusso,2009,2010,FALSE
ALFA ROMEO,MITO,Veloce,2009,2010,FALSE
ALFA ROMEO,MITO,Cloverleaf,2010,2011,FALSE
ALFA ROMEO,MITO,Quadrifoglio Verde,2011,2013,FALSE
ALFA ROMEO,MITO,Quadrifoglio Verde,2014,2016,FALSE
ALFA ROMEO,MITO,Progression,2015,2016,FALSE
ALFA ROMEO,MITO,Junior,2015,2016,FALSE
ALFA ROMEO,MITO,Sprint,2011,2014,FALSE
ALFA ROMEO,MITO,Distinctive,2012,2016,FALSE
ALFA ROMEO,MITO,Turismo,2009,2010,FALSE
ALFA ROMEO,MITO,Lusso,2009,2010,FALSE
ALFA ROMEO,MITO,Veloce,2009,2010,FALSE
ALFA ROMEO,MITO,Turismo,2010,2011,FALSE
ALFA ROMEO,MITO,Lusso,2010,2011,FALSE
ALFA ROMEO,MITO,Veloce,2010,2011,FALSE
ALFA ROMEO,MITO,Lusso,2009,2011,FALSE
ALFA ROMEO,MITO,Lusso,2011,2011,FALSE
ALFA ROMEO,MITO,Veloce,2009,2011,FALSE
ALFA ROMEO,MITO,Veloce,2011,2011,FALSE
ALFA ROMEO,MITO,Distinctive,2011,2016,FALSE
ALFA ROMEO,MITO,Sportiva,2012,2014,FALSE
ALFA ROMEO,MITO,QV Line,2014,2016,FALSE
ALFA ROMEO,MITO,Live,2013,2014,FALSE
ALFA ROMEO,MITO,Collezione,2015,2016,FALSE
ALFA ROMEO,MITO,Turismo Sport,2010,2010,FALSE
ALFA ROMEO,MITO,Sprint,2011,2011,FALSE
ALFA ROMEO,MITO,Sprint,2011,2011,FALSE
ALFA ROMEO,MITO,Collezione,2015,2016,FALSE
ALFA ROMEO,MITO,Quadrifoglio Verde SBK,2013,2014,FALSE
ALFA ROMEO,MITO,Turismo Sport,2010,2010,FALSE
ALFA ROMEO,MITO,Sprint,2011,2011,FALSE
ALFA ROMEO,MITO,,2016,2018,FALSE
ALFA ROMEO,MITO,Super,2016,2018,FALSE
ALFA ROMEO,MITO,Speciale,2016,2018,FALSE
ALFA ROMEO,MITO,,2016,2018,FALSE
ALFA ROMEO,MITO,Super,2016,2018,FALSE
ALFA ROMEO,MITO,Speciale,2016,2018,FALSE
ALFA ROMEO,MITO,Veloce,2016,2018,FALSE
ALFA ROMEO,MITO,,2016,2018,FALSE
ALFA ROMEO,MITO,Super,2016,2018,FALSE
ALFA ROMEO,MITO,Speciale,2016,2018,FALSE
ALFA ROMEO,145,,1994,1997,FALSE
ALFA ROMEO,145,L,1994,1997,FALSE
ALFA ROMEO,145,Junior,1998,1999,FALSE
ALFA ROMEO,145,,1997,2001,FALSE
ALFA ROMEO,145,,1994,1997,FALSE
ALFA ROMEO,145,,1997,2001,FALSE
ALFA ROMEO,145,Cloverleaf,1996,2001,FALSE
ALFA ROMEO,146,,1995,1997,FALSE
ALFA ROMEO,146,L,1995,1997,FALSE
ALFA ROMEO,146,Junior,1998,1999,FALSE
ALFA ROMEO,146,,1997,2001,FALSE
ALFA ROMEO,146,,1995,1997,FALSE
ALFA ROMEO,146,,1997,2001,FALSE
ALFA ROMEO,146,ti,1996,2001,FALSE
ALFA ROMEO,147,,2004,2005,FALSE
ALFA ROMEO,147,,2004,2005,FALSE
ALFA ROMEO,147,Turismo,2001,2005,FALSE
ALFA ROMEO,147,Turismo,2001,2005,FALSE
ALFA ROMEO,147,Lusso,2001,2005,FALSE
ALFA ROMEO,147,Lusso TI,2004,2005,FALSE
ALFA ROMEO,147,Lusso,2001,2005,FALSE
ALFA ROMEO,147,Lusso,2001,2005,FALSE
ALFA ROMEO,147,Lusso,2001,2005,FALSE
ALFA ROMEO,147,Lusso,2001,2005,FALSE
ALFA ROMEO,147,Lusso,2001,2005,FALSE
ALFA ROMEO,147,GTA,2003,2005,FALSE
ALFA ROMEO,147,Turismo,2003,2005,FALSE
ALFA ROMEO,147,Turismo,2003,2005,FALSE
ALFA ROMEO,147,Turismo,2003,2005,FALSE
ALFA ROMEO,147,Turismo,2003,2005,FALSE
ALFA ROMEO,147,Lusso,2003,2005,FALSE
ALFA ROMEO,147,Lusso TI,2004,2005,FALSE
ALFA ROMEO,147,Lusso,2003,2005,FALSE
ALFA ROMEO,147,Lusso,2003,2005,FALSE
ALFA ROMEO,147,Lusso,2003,2005,FALSE
ALFA ROMEO,147,Turismo Special Edition,2004,2005,FALSE
ALFA ROMEO,147,Turismo Special Edition,2004,2005,FALSE
ALFA ROMEO,147,Turismo Special Edition,2004,2005,FALSE
ALFA ROMEO,147,Turismo Special Edition,2004,2005,FALSE
ALFA ROMEO,147,Turismo Special Edition,2004,2005,FALSE
ALFA ROMEO,147,Turismo Special Edition,2004,2005,FALSE
ALFA ROMEO,147,,2005,2005,FALSE
ALFA ROMEO,147,,2005,2005,FALSE
ALFA ROMEO,147,Turismo,2005,2009,FALSE
ALFA ROMEO,147,Turismo,2005,2009,FALSE
ALFA ROMEO,147,,2008,2008,FALSE
ALFA ROMEO,147,,2008,2008,FALSE
ALFA ROMEO,147,Lusso,2005,2009,FALSE
ALFA ROMEO,147,Lusso,2005,2009,FALSE
ALFA ROMEO,147,Lusso,2005,2009,FALSE
ALFA ROMEO,147,Lusso,2005,2009,FALSE
ALFA ROMEO,147,Lusso,2005,2005,FALSE
ALFA ROMEO,147,Lusso,2005,2005,FALSE
ALFA ROMEO,147,Turismo,2005,2005,FALSE
ALFA ROMEO,147,Turismo,2005,2005,FALSE
ALFA ROMEO,147,Lusso,2005,2005,FALSE
ALFA ROMEO,147,Lusso,2005,2005,FALSE
ALFA ROMEO,147,Turismo,2005,2009,FALSE
ALFA ROMEO,147,Turismo,2005,2009,FALSE
ALFA ROMEO,147,,2008,2008,FALSE
ALFA ROMEO,147,,2008,2008,FALSE
ALFA ROMEO,147,Lusso,2005,2009,FALSE
ALFA ROMEO,147,Lusso,2005,2009,FALSE
ALFA ROMEO,147,Turismo,2005,2005,FALSE
ALFA ROMEO,147,Turismo,2005,2005,FALSE
ALFA ROMEO,147,Lusso,2005,2005,FALSE
ALFA ROMEO,147,Lusso,2005,2005,FALSE
ALFA ROMEO,147,Turismo,2005,2009,FALSE
ALFA ROMEO,147,Turismo,2005,2009,FALSE
ALFA ROMEO,147,,2008,2008,FALSE
ALFA ROMEO,147,,2008,2008,FALSE
ALFA ROMEO,147,Lusso,2005,2009,FALSE
ALFA ROMEO,147,Lusso,2005,2009,FALSE
ALFA ROMEO,147,Q2,2007,2007,FALSE
ALFA ROMEO,147,Q2,2007,2007,FALSE
ALFA ROMEO,147,Collezione,2007,2007,FALSE
ALFA ROMEO,147,Collezione,2007,2007,FALSE
ALFA ROMEO,147,Collezione,2008,2009,FALSE
ALFA ROMEO,147,Collezione,2008,2009,FALSE
ALFA ROMEO,147,TI,2006,2006,FALSE
ALFA ROMEO,147,TI,2006,2006,FALSE
ALFA ROMEO,147,Sport,2007,2008,FALSE
ALFA ROMEO,147,Sport,2007,2008,FALSE
ALFA ROMEO,147,Collezione,2007,2007,FALSE
ALFA ROMEO,147,Collezione,2007,2007,FALSE
ALFA ROMEO,147,Collezione,2008,2009,FALSE
ALFA ROMEO,147,Collezione,2008,2009,FALSE
ALFA ROMEO,147,Sport,2007,2008,FALSE
ALFA ROMEO,147,Sport,2007,2008,FALSE
ALFA ROMEO,147,TI,2006,2006,FALSE
ALFA ROMEO,147,TI,2006,2006,FALSE
ALFA ROMEO,147,Sport Q2,2007,2008,FALSE
ALFA ROMEO,147,Sport Q2,2007,2008,FALSE
ALFA ROMEO,147,Ducati Corse Q2,2008,2009,FALSE
ALFA ROMEO,147,Ducati Corse Q2,2008,2009,FALSE
ALFA ROMEO,GIULIETTA,Turismo,2010,2013,FALSE
ALFA ROMEO,GIULIETTA,Progression,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,,2016,2019,FALSE
ALFA ROMEO,GIULIETTA,Lusso,2010,2013,FALSE
ALFA ROMEO,GIULIETTA,Distinctive,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,Speciale,2019,2020,FALSE
ALFA ROMEO,GIULIETTA,Sprint,2020,2020,FALSE
ALFA ROMEO,GIULIETTA,Sport,2017,2019,FALSE
ALFA ROMEO,GIULIETTA,Super,2018,2020,FALSE
ALFA ROMEO,GIULIETTA,Super,2018,2019,FALSE
ALFA ROMEO,GIULIETTA,Veloce,2010,2013,FALSE
ALFA ROMEO,GIULIETTA,,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Super,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Super,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Speciale,2016,2019,FALSE
ALFA ROMEO,GIULIETTA,Business,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,Lusso,2010,2013,FALSE
ALFA ROMEO,GIULIETTA,Lusso,2011,2013,FALSE
ALFA ROMEO,GIULIETTA,Distinctive,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,Veloce,2010,2013,FALSE
ALFA ROMEO,GIULIETTA,Veloce,2011,2013,FALSE
ALFA ROMEO,GIULIETTA,Super,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Super,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Speciale,2016,2019,FALSE
ALFA ROMEO,GIULIETTA,Exclusive,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,Exclusive,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,Sportiva,2012,2013,FALSE
ALFA ROMEO,GIULIETTA,Sportiva,2012,2013,FALSE
ALFA ROMEO,GIULIETTA,Sportiva,2014,2014,FALSE
ALFA ROMEO,GIULIETTA,Sportiva,2014,2014,FALSE
ALFA ROMEO,GIULIETTA,QV Line,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,QV Line,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,Cloverleaf,2010,2013,FALSE
ALFA ROMEO,GIULIETTA,Quadrifoglio Verde,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,Veloce,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Turismo,2010,2013,FALSE
ALFA ROMEO,GIULIETTA,Business,2014,2015,FALSE
ALFA ROMEO,GIULIETTA,Progression,2014,2015,FALSE
ALFA ROMEO,GIULIETTA,Lusso,2010,2013,FALSE
ALFA ROMEO,GIULIETTA,Distinctive,2014,2015,FALSE
ALFA ROMEO,GIULIETTA,Veloce,2010,2013,FALSE
ALFA ROMEO,GIULIETTA,Exclusive,2014,2015,FALSE
ALFA ROMEO,GIULIETTA,Sportiva,2012,2013,FALSE
ALFA ROMEO,GIULIETTA,Business,2015,2016,FALSE
ALFA ROMEO,GIULIETTA,Progression,2015,2016,FALSE
ALFA ROMEO,GIULIETTA,,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Distinctive,2015,2016,FALSE
ALFA ROMEO,GIULIETTA,Speciale,2019,2020,FALSE
ALFA ROMEO,GIULIETTA,Sprint,2020,2020,FALSE
ALFA ROMEO,GIULIETTA,Sprint,2020,2020,FALSE
ALFA ROMEO,GIULIETTA,Sport,2017,2019,FALSE
ALFA ROMEO,GIULIETTA,Super,2016,2020,FALSE
ALFA ROMEO,GIULIETTA,Super,2016,2019,FALSE
ALFA ROMEO,GIULIETTA,Super,2016,2020,FALSE
ALFA ROMEO,GIULIETTA,Super,2016,2019,FALSE
ALFA ROMEO,GIULIETTA,Tecnica,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Tecnica,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Exclusive,2015,2016,FALSE
ALFA ROMEO,GIULIETTA,Lusso,2011,2013,FALSE
ALFA ROMEO,GIULIETTA,Veloce,2011,2013,FALSE
ALFA ROMEO,GIULIETTA,Sportiva,2012,2013,FALSE
ALFA ROMEO,GIULIETTA,Business,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Distinctive,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,Exclusive,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,Super,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Super,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Sportiva,2014,2014,FALSE
ALFA ROMEO,GIULIETTA,QV Line,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,Speciale,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Tecnica,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Lusso,2010,2013,FALSE
ALFA ROMEO,GIULIETTA,Lusso,2011,2013,FALSE
ALFA ROMEO,GIULIETTA,Veloce,2010,2013,FALSE
ALFA ROMEO,GIULIETTA,Veloce,2011,2013,FALSE
ALFA ROMEO,GIULIETTA,Veloce,2019,2020,FALSE
ALFA ROMEO,GIULIETTA,Sportiva,2012,2013,FALSE
ALFA ROMEO,GIULIETTA,Sportiva,2012,2013,FALSE
ALFA ROMEO,GIULIETTA,Business,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,Super,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Super,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Tecnica,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Exclusive,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,Speciale,2016,2018,FALSE
ALFA ROMEO,GIULIETTA,Sportiva,2014,2014,FALSE
ALFA ROMEO,GIULIETTA,QV Line,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,Collezione,2013,2013,FALSE
ALFA ROMEO,GIULIETTA,Sprint,2014,2016,FALSE
ALFA ROMEO,GIULIETTA,Sprint Speciale,2015,2016,FALSE
ALFA ROMEO,GIULIETTA,Sprint Speciale,2015,2016,FALSE
ALFA ROMEO,GIULIETTA,Collezione,2013,2013,FALSE
ALFA ROMEO,GIULIETTA,Collezione,2015,2016,FALSE
ALFA ROMEO,GIULIETTA,Collezione,2015,2016,FALSE
ALFA ROMEO,GIULIETTA,Nero Edizione,2018,2019,FALSE
ALFA ROMEO,GIULIETTA,Collezione,2013,2013,FALSE
ALFA ROMEO,GIULIETTA,Nero Edizione,2018,2019,FALSE
ALFA ROMEO,GIULIETTA,Quadrifoglio Verde,2014,2014,FALSE
ALFA ROMEO,GIULIETTA,Collezione,2013,2013,FALSE
ALFA ROMEO,GIULIETTA,Sprint Speciale,2015,2016,FALSE
ALFA ROMEO,GIULIETTA,Collezione,2015,2016,FALSE
ALFA ROMEO,GIULIETTA,Sprint Speciale,2015,2016,FALSE
ALFA ROMEO,GIULIETTA,Collezione,2015,2016,FALSE
ALFA ROMEO,75,,1987,1988,FALSE
ALFA ROMEO,75,Veloce,1987,1988,FALSE
ALFA ROMEO,75,,1987,1992,FALSE
ALFA ROMEO,75,Veloce,1987,1992,FALSE
ALFA ROMEO,75,,1987,1991,FALSE
ALFA ROMEO,75,Green Cloverleaf,1986,1988,FALSE
ALFA ROMEO,75,Veloce,1987,1988,FALSE
ALFA ROMEO,75,Veloce,1987,1991,FALSE
ALFA ROMEO,75,,1987,1990,FALSE
